model_year,make,model,body_style,transmission_type,vin,state,condition,mileage,color,interior,seller,market_value,selling_price,sale_date
2015,Chrysler,300,Sedan,Automatic,ZPGP5K13G3HZW00MV,SC,66,151227,Brown,Gray,Nissan-Infiniti LT,4419,4668,2026-02-26
2014,Kaiser,M54,Truck,Manual,B470H328MVAMCY077,UT,56,159081,Gold,Beige,Vroom,1329,1242,2026-02-07
2022,Jeep,Gladiator,Truck,Automatic,2HZHKJHRUA7YMEGC2,IN,58,61052,Gray,White,Financial Services Remarketing,15955,16529,2026-01-24
2023,Rivian,R1S,SUV,Automatic,DU3X445PEE4RA9T7C,CA,61,41344,Beige,Brown,Wells Fargo Dealer Services,40090,40912,2026-02-21
2026,Jeep,Compass,SUV,Manual,MH4EVKKVPCRKLT62B,WI,88,179,Black,Red,Hertz Remarketing,33261,32244,2026-02-10
2014,Nissan,Rogue,SUV,Automatic,FTZRCAK9GYLVCPRVB,CO,61,176351,Beige,Beige,Hertz Remarketing,2881,3076,2026-01-28
2016,Toyota,Sienna,Minivan,Manual,J5N63ZE7G6T02J4Z2,TN,65,137180,White,White,Enterprise Fleet Management,5522,5834,2026-01-13
2012,Chevrolet,Blazer,SUV,Automatic,JPLWT9T5TZTYULCXZ,MO,52,166948,Red,White,Ford Motor Credit Company,2428,2287,2025-12-21
2019,Chevrolet,Suburban,SUV,Automatic,7ZF8PHXCLB6WLPZY0,IL,69,102273,Green,Red,AutoNation,15752,15905,2026-01-04
2002,Dodge,Durango,SUV,Automatic,86DE5CNG7S3ZK4CV7,NV,30,322288,Silver,Black,Enterprise Fleet Management,1253,1273,2026-02-21
2025,Chrysler,Pacifica,Minivan,Automatic,E9BJWTGAFZ0TADPWF,CA,72,12142,White,Black,Crankyanky Auto,30879,28517,2026-02-20
2002,Dodge,Ram 1500,Truck,Automatic,N4FK3DA1XNERH3BVD,SC,22,331049,Silver,White,Penske Automotive,936,955,2025-12-09
2005,BMW,X5,SUV,Automatic,V38AW1WYY9EG1L1E2,NY,12,231787,Silver,Gray,AutoNation,1100,1158,2026-01-19
2019,Am General,M1097A,Truck,Automatic,NCHLZER45G42UWR6P,SC,48,84942,White,Red,AutoNation,3990,4208,2025-12-25
2023,Dodge,Ram 1500,Truck,Automatic,TGXL4WHNULSE83LCD,KS,92,33852,Black,Red,Enterprise Fleet Management,35725,36498,2026-01-07
2018,Chrysler,300,Sedan,Automatic,42NV2A7DAWLEHCTP0,CO,43,129311,Black,Gray,Hendrick Automotive,4440,4627,2026-02-02
2017,Volkswagen,Jetta,Sedan,Automatic,Y86FSZCGMEAVRLGER,MI,47,49724,Black,Beige,Lithia Motors,4246,4307,2026-03-02
2015,Chrysler,Pacifica,Minivan,Manual,0UFUJNBLK9DJYA734,TX,66,138299,Black,Tan,Carvana,5612,5641,2025-12-28
2018,Kaiser,M54,Truck,Manual,5262H362APVETEE7L,KY,64,106948,Silver,Tan,Crankyanky Auto,2978,2893,2026-02-03
2024,Kaiser,M54,Truck,Automatic,MYHYXH5RDL65L1J1G,NY,77,17881,Black,White,Nissan-Infiniti LT,11711,11436,2025-12-19
2020,Mercedes-Benz,GLC,SUV,Automatic,RE9P1S83UP53LE16N,FL,64,66674,Red,Red,Shift,20555,19232,2026-02-09
2017,Nissan,Rogue,SUV,Manual,ETCANHV1RJS9HNHH0,PA,61,156964,Gray,Black,Avis Corporation,4279,4160,2026-01-23
2021,Rivian,R1S,SUV,Automatic,PBF5D0TY8N7H9DHT9,IL,74,53259,Blue,Brown,Shift,37448,35696,2026-02-23
2019,Kia,Optima,Sedan,Automatic,YE4KYB3TWH8SYLKP2,NY,52,110307,Green,Tan,Santander Consumer USA,4682,4592,2026-02-18
2025,Chrysler,300,Sedan,Automatic,97XS69DMXF4GT8A60,KY,87,18004,Silver,White,Vroom,33121,34556,2026-02-15
2022,BMW,X3,SUV,Automatic,M670UX018ML54JS55,VA,61,40067,Silver,Brown,Ford Motor Credit Company,24744,25072,2026-01-06
2018,Hyundai,Santa Fe,SUV,Automatic,43SU8TREC1AW40BRR,KY,81,84984,Brown,Beige,Ford Motor Credit Company,10028,9451,2026-01-08
2026,Nissan,Rogue,SUV,Automatic,F6M4TEW006WPU6F3R,FL,95,100,Gray,Red,Enterprise Fleet Management,39170,38986,2026-01-18
2009,Honda,Civic,Sedan,Automatic,FN29UXVB0VF86M93A,NY,63,209089,Beige,Red,Vroom,2031,2089,2025-12-21
2017,Volkswagen,Passat,Sedan,Automatic,FNFA7LUVBD4XL4PJH,TX,76,132196,Green,White,Lithia Motors,5945,5589,2025-12-17
2017,Am General,M1097A,Truck,Automatic,H9FBHB0JPMYXW3J83,NC,55,149879,Beige,Beige,TDAF Remarketing,2598,2503,2025-12-23
2017,Tesla,Model S,Sedan,Automatic,EYSHEMZ2BGGR5BAEJ,TX,68,116429,Gold,White,Crankyanky Auto,15268,16147,2025-12-23
2026,Chevrolet,Silverado 1500,Truck,Manual,F82R9S91K5YEDHBNM,OH,100,238,Beige,Gray,Enterprise Fleet Management,60290,62406,2026-02-04
2024,Tesla,Model S,Sedan,Automatic,M8F5PSPNUT8B8UFHH,CA,79,27546,Black,Tan,Enterprise Fleet Management,63205,60906,2026-01-05
2018,BMW,3 Series,Sedan,Automatic,EPVU0M8V096GNB0FZ,TN,68,110736,Gold,Brown,Ford Motor Credit Company,10233,10006,2026-02-15
2025,Rivian,R1S,SUV,Automatic,LBG29TN6A52XU4HS1,SC,62,13299,Black,Tan,Santander Consumer USA,53137,53068,2026-02-23
2022,Toyota,Corolla,Sedan,Manual,8UEKA1H03RWFWNP14,TN,81,62077,Black,Gray,Ford Motor Credit Company,13107,13860,2026-02-12
2007,Ford,F-250,Truck,Automatic,81KPV4SEL44618SYE,TN,20,190824,Blue,Gray,Ford Motor Credit Company,1680,1733,2026-02-22
2005,Jeep,Gladiator,Truck,Manual,929HBUTZB1GWYPF98,UT,25,294724,Gold,Black,Penske Automotive,1003,955,2026-01-07
2002,Nissan,Rogue,SUV,Manual,4X8DE9WLH5J52W9NE,NM,3,365094,Green,White,Vroom,70,73,2025-12-30
2023,Kia,Optima,Sedan,Automatic,J7GUJ7CWMRVRMGXRY,IL,100,44719,Silver,Tan,CarMax,22552,22432,2026-01-16
2025,Mercedes-Benz,C-Class,Sedan,Automatic,XKY7J4BCDZSKSSK7D,AZ,86,6525,Black,White,Crankyanky Auto,50077,47367,2026-01-21
2022,Toyota,Highlander,SUV,Automatic,F606YC4TE25WVBZF9,AZ,100,48268,Gold,Gray,Nissan-Infiniti LT,34424,35352,2026-01-07
2016,Hyundai,Santa Fe,SUV,Automatic,G119SBPPRRWCTBAHY,VA,55,145826,Green,Tan,AutoNation,4283,4330,2025-12-15
2024,Nissan,Sentra,Sedan,Automatic,JNFWR4P0NJ26UVTE5,MI,98,35905,White,Black,Financial Services Remarketing,19523,18119,2026-01-22
2021,Lucid,Air,Sedan,Automatic,CH0C0RN4NWPER2ME0,NY,66,35195,Black,Tan,Vroom,38379,40028,2026-01-10
2025,Toyota,Tacoma,Truck,Manual,B60NJVLPXDPESH3JP,AZ,94,19621,Gold,White,Nissan-Infiniti LT,38120,36993,2025-12-20
2016,Jeep,Wrangler,SUV,Automatic,Y7NYAB42KZVFMLRLW,MO,67,78638,Black,White,Shift,8350,8267,2026-01-26
2024,Lucid,Air,Sedan,Automatic,YAG8V4ENFRMV19EP4,PA,74,33096,Blue,Gray,Enterprise Fleet Management,56588,56460,2026-01-02
2016,Am General,M1097A,Truck,Automatic,J067BRP5YTU047PLL,CO,50,150520,Blue,Beige,Nissan-Infiniti LT,1991,1915,2025-12-29
2022,Chevrolet,Traverse,SUV,Automatic,EDMB6KN50ZLCMMX0C,NC,83,40467,Blue,Brown,Carvana,22575,23532,2026-01-02
2020,Chevrolet,Traverse,SUV,Automatic,5PCDRWU1U57H42UEJ,NY,70,84239,Black,Brown,Wells Fargo Dealer Services,12594,13173,2026-02-19
2008,Dodge,Ram 2500,Truck,Automatic,XLGCM74GNM9TLSJZC,AZ,14,235892,Blue,White,AutoNation,883,868,2026-01-09
2024,Am General,M1097A,Truck,Automatic,B6YVR0CF563YPTECB,FL,93,21365,Beige,Black,Sonic Automotive,18317,17524,2025-12-12
2005,Jeep,Compass,SUV,Automatic,VJUJS8RDL0U0K8AGD,MN,45,269640,Gray,Red,Avis Corporation,1393,1331,2026-02-19
2021,Rivian,R1S,SUV,Automatic,ULKJWFTGY8AT3KW3L,GA,67,71795,Red,Red,AutoNation,32736,33032,2026-01-17
2016,Nissan,Altima,Sedan,Automatic,MZBZ3DW0BVML7T9E9,OR,60,132895,Black,Beige,Financial Services Remarketing,3948,4255,2026-01-05
2023,Mercedes-Benz,C-Class,Sedan,Automatic,R2DGKDADRH2F6ATVE,UT,78,28823,Gold,Black,AutoNation,35929,35984,2026-03-02
2026,Hyundai,Sonata,Sedan,Automatic,VKX62FC5S4HU47FWP,PA,100,100,Gold,Black,Sonic Automotive,34943,34504,2026-01-10
2022,Am General,M1097A,Truck,Automatic,XYZ6R0057ADB580EB,SC,73,54130,Red,Brown,Ford Motor Credit Company,10250,9912,2026-01-03
2022,Honda,Pilot,SUV,Automatic,TJLZU21MERZJMZSEN,MN,90,57148,Gray,Tan,Santander Consumer USA,29005,26744,2026-01-23
2023,Kia,Sorento,SUV,Manual,4LHU4TTYJ5AVZM2J9,WI,60,35950,Brown,Tan,Hertz Remarketing,17906,17753,2026-02-20
2022,Volkswagen,Passat,Sedan,Manual,3D4VL8BF2D6GDMEKZ,OR,71,45875,Gray,Beige,Lithia Motors,16218,15964,2026-01-26
2014,Chevrolet,Malibu,Sedan,Automatic,YVBSYH0RXBG71SZ4E,GA,56,104585,Beige,Beige,Avis Corporation,3376,3610,2026-02-14
2015,Subaru,Outback,Wagon,Automatic,CM61GYENYU2XP1RJA,MD,62,71187,Gold,Beige,DriveTime,6026,6464,2026-02-02
2016,Mercedes-Benz,C-Class,Sedan,Automatic,JRH36J8JUSRTL61DM,TX,54,127960,Silver,Beige,TDAF Remarketing,6574,6682,2025-12-20
2021,Rivian,R1S,SUV,Automatic,YS1N9005GZW0WBHZH,AZ,91,43982,Silver,Gray,Carvana,48481,45225,2025-12-27
2021,Rivian,R1T,Truck,Automatic,4X9GME6V339GSXB2B,KY,62,44680,Gray,Brown,Carvana,32235,31308,2025-12-07
2015,Chrysler,Pacifica,Minivan,Automatic,MXRKPMBCJKSGGY12G,MO,57,150102,Gray,Gray,Vroom,4208,4373,2026-01-19
2017,Hyundai,Santa Fe,SUV,Automatic,0EMNR9W27F264187Z,MO,61,81915,Beige,Tan,CarMax,7185,6783,2026-01-14
2013,Chevrolet,Silverado 1500,Truck,Automatic,JNHM7H06X8P5JFVWF,CO,48,170322,Red,Brown,Nissan-Infiniti LT,3169,3160,2026-02-13
2026,Kaiser,M54,Truck,Automatic,W7M0XZ0LZ5EP4NTLT,TN,77,447,Brown,White,Santander Consumer USA,14637,14743,2026-02-01
2016,Dodge,Charger,Sedan,Automatic,249ELHXMHYBBYP9Z6,VA,62,124923,Green,Tan,Hendrick Automotive,5187,5313,2026-03-01
2004,Subaru,Outback,Wagon,Automatic,XML752SY5RUYMVM7T,MO,21,255769,Red,Red,Vroom,914,881,2026-02-03
2022,Hyundai,Santa Fe,SUV,Automatic,0CGJ6N575RMVWU3WD,WI,68,58739,Brown,Brown,Vroom,16737,18032,2025-12-16
2024,Honda,Pilot,SUV,Automatic,SL7K5FTYRRUXL2BYT,MN,78,23605,Red,Brown,Enterprise Fleet Management,32112,30054,2025-12-08
2020,Kaiser,M54,Truck,Automatic,SL2K5HYDR6DYBGHAR,MN,51,84955,Blue,Gray,Ford Motor Credit Company,4041,4048,2026-01-08
2021,Subaru,Outback,Wagon,Automatic,VJ7XDT0YMGKFS52R1,AZ,77,55293,Gold,Beige,Crankyanky Auto,17990,19169,2026-01-04
2014,Volkswagen,Passat,Sedan,Automatic,VLU0PLB8X6ZRLVMVL,GA,53,211968,Silver,Gray,Nissan-Infiniti LT,1888,1969,2026-01-11
2009,Volkswagen,Tiguan,SUV,Automatic,JA2NLSFLENTAB7NRY,AZ,56,187371,Black,Black,Enterprise Fleet Management,2438,2262,2026-02-08
2024,Subaru,Forester,SUV,Manual,EGL2UVT6399Y3YAJ5,FL,98,19819,Brown,Tan,Carvana,31781,29600,2025-12-24
2018,Dodge,Ram 1500,Truck,Automatic,Z8R3B3KE1CLHRZHMB,KY,61,59986,Silver,Tan,Lithia Motors,10821,10366,2026-02-27
2022,Lucid,Air,Sedan,Automatic,W7FY2X784KJS5J2PP,KS,88,58159,Beige,Beige,DriveTime,55938,54176,2025-12-15
2017,Dodge,Charger,Sedan,Automatic,6ZSM3YCSZUJAYLGDL,PA,78,101996,Gray,Gray,Hendrick Automotive,8422,8034,2026-01-01
2021,Rivian,R1S,SUV,Automatic,L6KNBSVWYC1UCF20V,TX,94,80789,White,Red,Crankyanky Auto,42228,40295,2026-02-15
2021,Rivian,R1S,SUV,Automatic,0EJMLDCSVRDVMZVM6,TN,75,42716,Silver,Tan,Shift,40594,40515,2026-02-17
2020,Mercedes-Benz,C-Class,Sedan,Automatic,M9N58PPFLHCKU6FE0,MO,70,89585,Gray,Beige,Crankyanky Auto,16920,16501,2025-12-14
2008,Toyota,4Runner,SUV,Manual,V8ZJH77G7DPN6ZGRT,KS,21,159279,Black,Red,AutoNation,1309,1289,2026-02-12
2022,Lucid,Air,Sedan,Automatic,9509DMCTKKAXNH2LB,IL,76,50690,Silver,Black,Sonic Automotive,47764,44529,2025-12-25
2022,Hyundai,Santa Fe,SUV,Automatic,Z8U95S3SW583360RJ,CA,93,47375,Gold,White,Avis Corporation,26235,28110,2026-02-17
2018,Kaiser,M54,Truck,Automatic,M9GF28PL8JHWSM2N8,NM,52,89998,Black,Red,Vroom,2803,2713,2025-12-15
2014,Nissan,Pathfinder,SUV,Automatic,E5A3SVZKXUBE3MWXL,MI,60,135249,Silver,White,Wells Fargo Dealer Services,4608,4686,2026-02-10
2020,Jeep,Wrangler,SUV,Manual,YBK8U461G4EHER5XR,SC,80,69734,Beige,Gray,Penske Automotive,18990,17677,2026-02-24
2003,Kia,Optima,Sedan,Automatic,J7CDD53SSMMDTHCEZ,OR,38,189681,Brown,Red,Wells Fargo Dealer Services,1732,1632,2026-03-01
2019,BMW,X5,SUV,Manual,1K4T466BEVX56HV9U,CO,57,106515,Gray,White,Wells Fargo Dealer Services,14411,14051,2026-01-08
2025,Kia,Sportage,SUV,Automatic,6XS0Y7E0K1XDHP7T3,OH,77,11686,Gray,Beige,Hendrick Automotive,27274,25836,2025-12-13
2025,Hyundai,Tucson,SUV,Automatic,ZC2F3ZXRM7YMVMM3M,GA,74,10742,Red,Beige,Avis Corporation,25468,24233,2026-01-07
2021,Rivian,R1T,Truck,Automatic,12T4UTWAWWB5MPPKF,NC,81,74186,Gold,Brown,Penske Automotive,35536,36853,2026-02-25
2025,BMW,X3,SUV,Automatic,ZT1XU0Y9DT7P1FTPV,OH,81,10133,Beige,Tan,Ford Motor Credit Company,47954,47322,2026-01-17
2017,Hyundai,Sonata,Sedan,Manual,Y5VU1LWVCXYYSAZU5,TX,59,82144,Black,Beige,AutoNation,5329,5686,2026-01-20
2025,Dodge,Charger,Sedan,Manual,DNH8SGP2CMPYN7K2X,OH,100,13923,Black,Black,Crankyanky Auto,36790,37966,2025-12-02
2007,Chevrolet,Cruze,Sedan,Manual,1L95L33FDWF1NJYDE,MA,43,157592,Black,Beige,Carvana,1543,1601,2026-01-12
2023,Hyundai,Elantra,Sedan,Manual,X3XWV36UAJC03Y2PX,CO,77,44493,Green,Beige,Nissan-Infiniti LT,15451,15487,2026-01-01
2019,Jeep,Wagoneer,SUV,Automatic,8CM7XHVMD6TVV8YZ9,FL,73,47374,Beige,Red,Financial Services Remarketing,23465,21953,2026-01-17
2021,Toyota,Highlander,SUV,Automatic,80F6ZA7TBJ7SMP2EF,MN,67,67344,Gray,Red,Nissan-Infiniti LT,18043,17279,2026-01-22
2015,Nissan,Sentra,Sedan,Automatic,JHM1SJSUMV0ARDCFP,TN,55,109461,Beige,Beige,Crankyanky Auto,2824,2764,2026-01-03
2020,Tesla,Model X,SUV,Automatic,RWAGB0P0K03DG3LPT,WI,78,45790,Gold,Red,Santander Consumer USA,45688,42693,2026-01-03
2024,BMW,5 Series,Sedan,Automatic,G6FEXX4775EPYLCVC,PA,87,28766,Red,Black,Vroom,47197,48057,2026-01-08
2023,Ford,Expedition,SUV,Manual,FNNHS4CZFPH7DR2LL,UT,82,57560,Blue,Tan,Vroom,34277,32467,2025-12-25
2016,Chevrolet,Malibu,Sedan,Automatic,8PSWUB3M6CRUW0FPN,VA,62,120365,Black,Brown,Wells Fargo Dealer Services,3928,3733,2026-02-05
2023,Rivian,R1T,Truck,Automatic,0X9U3MRRZTXSL38FP,SC,84,27380,Green,White,Lithia Motors,59087,57585,2025-12-31
2021,Lucid,Air,Sedan,Automatic,J9X2SLGLTTS68J0RJ,TN,66,28234,Blue,Tan,Ford Motor Credit Company,39757,38089,2026-01-18
2012,Chrysler,Pacifica,Minivan,Automatic,P9885WRRE5LVVM5RP,NY,38,135901,Red,Brown,Sonic Automotive,2346,2275,2026-01-29
2015,Chrysler,300,Sedan,Automatic,035XJ66U2VPH94ZD9,MA,71,161233,Black,Gray,Lithia Motors,4389,4230,2026-02-22
2021,Jeep,Cherokee,SUV,Automatic,XECC2E2G3JV5EUV3Y,GA,67,39265,Gold,Gray,Hertz Remarketing,17197,17162,2026-01-01
2024,Ford,Explorer,SUV,Automatic,Z808FWWYUC8RNHCLP,TX,89,23182,Blue,Black,Ford Motor Credit Company,36195,37087,2026-01-07
2019,BMW,X3,SUV,Automatic,9Z0XC1KPA6H6Z7S20,IL,71,65224,Green,Brown,Avis Corporation,16087,16389,2026-01-23
2018,BMW,X3,SUV,Automatic,7V5JRJA0WPCFM5LY0,MD,78,76905,White,Tan,Crankyanky Auto,15708,16739,2025-12-25
2024,Mercedes-Benz,E-Class,Sedan,Automatic,YX2FU2TGLHGHMS75B,IN,73,22940,White,Red,CarMax,45042,48449,2026-03-02
2015,Mercedes-Benz,GLC,SUV,Automatic,1PTN3L5FSM63K0RZH,AZ,46,171476,Gray,Gray,Shift,4104,4359,2026-01-13
2022,Chrysler,Pacifica,Minivan,Automatic,7BCKGUV0BFSV314DL,IN,74,46544,Beige,Beige,Avis Corporation,22260,22430,2025-12-03
2012,Mercedes-Benz,C-Class,Sedan,Automatic,DZBLE6DBGEC11A1XD,KY,37,131053,Gray,Beige,Nissan-Infiniti LT,2852,2940,2026-01-30
2016,Chevrolet,Blazer,SUV,Automatic,MAWFVYSXW3DNWBPAH,NJ,74,118442,Red,Brown,Enterprise Fleet Management,6585,6968,2025-12-24
2012,Tesla,Model X,SUV,Automatic,FR6FHSKETMZ13CMBG,SC,47,118852,Blue,Gray,Carvana,6865,7130,2025-12-09
2019,Tesla,Model X,SUV,Automatic,CDDMX34HU2S5A8XMW,GA,79,84592,Blue,Tan,DriveTime,31003,30202,2026-02-21
2021,Jeep,Grand Cherokee,SUV,Automatic,HP6RMP7CS0GUHPRS2,MD,70,38803,Beige,Gray,Lithia Motors,21580,20089,2026-02-02
2020,Dodge,Charger,Sedan,Automatic,LJE1AG59ASLVFSMMB,CO,69,70012,White,Black,Nissan-Infiniti LT,12754,13056,2026-02-05
2023,Jeep,Cherokee,SUV,Automatic,FW81T1P213LS0HACH,MA,76,21912,Gray,Gray,Enterprise Fleet Management,23973,25356,2026-02-15
2019,Honda,Accord,Sedan,Automatic,7TPR2PC0ALMTFP5VW,FL,74,59957,Brown,Tan,Lithia Motors,10163,9635,2026-02-22
2021,Rivian,R1S,SUV,Automatic,RXA5EU4EXYN6GPM12,CO,74,58468,Gold,Beige,Wells Fargo Dealer Services,39099,40175,2025-12-23
2022,Chevrolet,Equinox,SUV,Automatic,JK94MPMETLCSPNHRY,CO,80,39034,Silver,Brown,Shift,17966,18960,2026-01-22
2019,Kia,Sportage,SUV,Automatic,UBLUP46ZKJ304LMTH,NM,76,115574,Red,Beige,Hendrick Automotive,7722,7338,2026-01-31
2024,Kaiser,M54,Truck,Automatic,CFPYVXH36ADL1KNLK,TX,82,15537,Green,Brown,TDAF Remarketing,12619,13434,2026-01-26
2016,Dodge,Ram,Truck,Automatic,H9WWSJG79W728ZP12,MO,63,227564,Red,Gray,Enterprise Fleet Management,2721,2660,2026-01-26
2012,Tesla,Model Y,SUV,Automatic,RP3BJT30XEH5EWM1X,PA,33,164887,Silver,Tan,Carvana,2072,2204,2026-02-01
2017,Kia,Optima,Sedan,Automatic,XE8YMZ404G3EX1KU7,MA,56,91175,Green,Brown,Penske Automotive,4630,4600,2025-12-23
2026,Am General,M1097A,Truck,Automatic,C3ZK2GV8GSK0LLSSZ,FL,96,260,Brown,Red,Nissan-Infiniti LT,26164,27797,2026-01-21
2017,Toyota,Prius,Hatchback,Automatic,JE3KGL9C9ZP54GHNW,MA,65,93487,Brown,Black,Carvana,5726,5764,2026-01-02
2022,Lucid,Air,Sedan,Automatic,K2C2EVJASW7JW9G8V,MO,92,36269,White,Beige,Carvana,64319,60501,2026-01-04
2025,Nissan,Sentra,Sedan,Automatic,SJSCCU0Z2S9KR7DR9,MO,72,12366,Brown,Beige,TDAF Remarketing,17878,18466,2026-02-07
2026,Kia,Soul,Wagon,Automatic,181TKDV964U6WZTV1,KY,100,100,Gray,Brown,Penske Automotive,29600,30827,2025-12-04
2017,Ford,Escape,SUV,Automatic,VGEKPBF8WFZ1M5NMB,UT,57,116344,Beige,White,Santander Consumer USA,4591,4568,2026-01-15
2007,Chrysler,300,Sedan,Automatic,9M529MW77YY6SHZH0,CA,30,226857,White,Black,Santander Consumer USA,1368,1350,2026-02-21
2025,Toyota,Sienna,Minivan,Automatic,AZK0G5TW8BUPXM8EG,NC,89,7593,Black,Red,Avis Corporation,38950,39559,2026-02-23
2015,Kia,Optima,Sedan,Automatic,981MCA95WAJWE8RZP,CA,63,180969,Gold,Tan,Vroom,2756,2661,2026-01-20
2011,Nissan,Sentra,Sedan,Automatic,D745JD5NH8LN0D7YS,NJ,57,245167,Red,Tan,Avis Corporation,1123,1067,2025-12-14
2009,Nissan,Sentra,Sedan,Manual,HXTXCBG9KDVM2F8SB,NC,40,241359,Gray,Tan,Carvana,930,989,2025-12-22
2026,Honda,Passport,SUV,Manual,VZHKC1C6T39X3V6WT,MA,85,418,Beige,Black,DriveTime,44931,45884,2026-01-11
2023,Hyundai,Tucson,SUV,Automatic,LNHCC4AKYZLZ25ZN3,NM,88,39076,Gold,Tan,Penske Automotive,22078,20936,2026-02-03
2023,Subaru,Crosstrek,SUV,Automatic,7807ULEAKNG46FFWY,NC,69,51297,Brown,Beige,Wells Fargo Dealer Services,16183,16206,2025-12-02
2018,Am General,M1097A,Truck,Automatic,HSWUXDUJM1NYYP7AS,AZ,68,55126,Red,Tan,Crankyanky Auto,5800,5755,2025-12-16
2016,Nissan,Rogue,SUV,Automatic,BURF9YYFWJ2ZFJY8R,WI,66,144273,Gold,White,Santander Consumer USA,4225,4550,2026-02-18
2023,Hyundai,Tucson,SUV,Automatic,3KXNELCNCTV0K31SU,TX,91,37343,Brown,White,Vroom,23728,22027,2026-01-21
2011,Volkswagen,Passat,Sedan,Automatic,R9Z0RZ93X6DBCFEW2,NY,48,178224,Silver,Tan,Nissan-Infiniti LT,1871,1955,2026-03-02
2020,Hyundai,Sonata,Sedan,Automatic,WNRB3FMFYNU0ERYBM,WI,73,48260,Gold,Tan,Hertz Remarketing,12854,12503,2026-01-04
2024,Toyota,Highlander,SUV,Automatic,CFEE38ABEP3CDCW4D,NV,79,28931,Green,Brown,Avis Corporation,31877,32574,2025-12-15
2016,Mercedes-Benz,GLC,SUV,Automatic,HUV7F4W4DXD5BMTSJ,PA,67,133708,Gray,Red,Wells Fargo Dealer Services,8464,8100,2025-12-12
2021,Am General,M1097A,Truck,Automatic,MY9J2B6VD8WUGC8KT,MI,85,48182,Green,Tan,Ford Motor Credit Company,11923,12388,2025-12-25
2019,Am General,M1097A,Truck,Automatic,MUJSYYZB4JK2777X8,KS,70,108367,Red,Brown,Lithia Motors,5010,4876,2026-01-28
2017,Ford,F-350,Truck,Automatic,CFMYESU5UGKCP7W2J,CO,53,121529,White,Black,Nissan-Infiniti LT,9153,8915,2025-12-24
2022,Mercedes-Benz,C-Class,Sedan,Automatic,SZ0H3M8FH142YD79E,WI,92,63369,Red,Beige,Enterprise Fleet Management,32835,35437,2025-12-03
2013,Am General,M1097A,Truck,Automatic,HBHNEY7HU8AYU9D1W,IN,60,147922,Green,White,DriveTime,1810,1670,2025-12-28
2021,Dodge,Ram 1500,Truck,Manual,YJMSBR3P2B5JCPMGA,KS,72,33458,Blue,Red,Wells Fargo Dealer Services,23576,22337,2026-01-22
2017,Honda,Civic,Sedan,Manual,S8JHU6JJ35AVMA0GS,WI,63,124199,Brown,Gray,Hertz Remarketing,4533,4702,2026-01-21
2020,Tesla,Model S,Sedan,Automatic,UVLMLW3S3PXM3JA8P,MN,75,29571,Gold,Gray,Shift,42897,42644,2026-02-24
2022,Am General,M1097A,Truck,Manual,ZRTGUR5R4CMMH42Y8,KS,78,37793,Black,Gray,Penske Automotive,12858,13838,2025-12-05
2004,Jeep,Gladiator,Truck,Automatic,NZ3W9WGDLKUY8J1JK,CO,10,250783,Gray,Black,Vroom,540,557,2025-12-13
2020,Kia,Sorento,SUV,Automatic,21TJ7L59MEPFCWL6A,MD,87,67898,Gray,Red,Penske Automotive,15905,15039,2025-12-13
2021,BMW,X3,SUV,Automatic,KG1ZT19T841BFLS7C,MI,67,80960,Red,Red,CarMax,19440,20834,2026-02-06
2003,Chevrolet,Tahoe,SUV,Manual,5GS3XLP90CW7YSF8N,MI,28,249286,Black,Red,Hendrick Automotive,2383,2474,2026-01-14
2023,Toyota,Tacoma,Truck,Automatic,D8SVNYN75UA871NYZ,MI,100,44450,Red,Gray,Wells Fargo Dealer Services,32454,29971,2026-01-02
2025,Mercedes-Benz,GLE,SUV,Manual,UVCJZK180PFK8L9K6,FL,98,14766,Silver,White,Enterprise Fleet Management,76098,73808,2026-01-30
2021,Lucid,Air,Sedan,Automatic,ZALS6JSTFZYCENAF2,NV,55,56534,Red,White,Hertz Remarketing,29199,27930,2025-12-06
2024,Chrysler,Pacifica,Minivan,Automatic,7DKU98H4RXDV0JPN5,MN,78,21232,Beige,Red,Hendrick Automotive,29083,27642,2025-12-16
2024,Chrysler,Pacifica,Minivan,Automatic,BJDDUFTHACGRJPY4T,CO,71,25001,Green,Black,Santander Consumer USA,28034,26896,2026-01-02
2021,BMW,X5,SUV,Automatic,P4V4CYMYLK1UMDNHW,MO,72,51806,Brown,Brown,Hendrick Automotive,32766,34459,2025-12-17
2015,Subaru,Outback,Wagon,Manual,SY4JPWFENB4D5E9C4,OR,50,102629,Red,Tan,Financial Services Remarketing,4090,4080,2026-01-29
2025,Hyundai,Tucson,SUV,Manual,HET8XUUA75AH9AT3X,NY,72,11767,Black,Beige,AutoNation,23168,23558,2025-12-28
2026,Jeep,Wrangler,SUV,Automatic,LRWSDZKPPDF0ANLRC,NY,83,100,Silver,Tan,Financial Services Remarketing,45707,43862,2026-01-28
2011,Volkswagen,Tiguan,SUV,Manual,T2K10218RS989LMBR,CO,42,216207,Brown,Red,Santander Consumer USA,1443,1519,2026-01-09
2021,Rivian,R1T,Truck,Automatic,34PR3WZ6JZHZCF0TN,VA,72,42788,Red,Brown,Lithia Motors,38807,38358,2025-12-29
2007,Am General,M1097A,Truck,Automatic,PWY44F40FWE04RH54,MI,38,257036,Gray,Red,Santander Consumer USA,833,781,2025-12-02
